Entered_By,QAQC_By,Region,Site,Survey_Date,Vert_Transect_Dist_m,Quad_Dist_m,Species,Total_Length,Timed_Count_Conducted,In_Timed_Count,Remote_ID,Whelk_TH_m,Notes
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,13.9,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,12.4,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,12.1,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,9.1,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,11.6,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,12.6,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0.47,Ne,11.4,Y,N,NA,2.46,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0,Ne,10.4,Y,N,NA,2.71,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,0,Ne,10.4,Y,N,NA,2.71,
AA,RB,NorCal,Sea Ranch,6/16/2022,12,3.5,Ne,28.7,Y,N,NA,1.21,no acanth in timed count
AA,RB,NorCal,Mendocino North,6/18/2022,0,1,Ne,22.2,Y,N,NA,1.01,
AA,RB,NorCal,Mendocino North,6/18/2022,0,1,Ne,24,Y,N,NA,1.01,
AA,RB,NorCal,Mendocino North,6/18/2022,0,1,Ne,21.4,Y,N,NA,1.01,
AA,RB,NorCal,Mendocino North,6/18/2022,0,1,Ne,18.9,Y,N,NA,1.01,
AA,RB,NorCal,Mendocino North,6/18/2022,0,1,Ne,20,Y,N,NA,1.01,
AA,RB,NorCal,Mendocino North,6/18/2022,0,0.65,Ne,18.9,Y,N,NA,1.26,
AA,RB,NorCal,Mendocino North,6/18/2022,0,0.65,Ne,19,Y,N,NA,1.26,
AA,RB,NorCal,Mendocino North,6/18/2022,0,0.65,Ne,19.7,Y,N,NA,1.26,
AA,RB,NorCal,Mendocino North,6/18/2022,0,0.65,Ne,19.1,Y,N,NA,1.26,
AA,RB,NorCal,Mendocino North,6/18/2022,0,0.65,Ne,22.9,Y,N,NA,1.26,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.9,Y,Y,R1,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,18.6,Y,Y,R2,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,24.1,Y,Y,R3,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,17.5,Y,Y,R4,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,19.3,Y,Y,R5,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.3,Y,Y,R6,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.2,Y,Y,R7,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,19.3,Y,Y,R8,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.5,Y,Y,R9,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,18,Y,Y,R10,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20.3,Y,Y,R11,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.5,Y,Y,R12,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,24.6,Y,Y,R13,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20.7,Y,Y,R14,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,22.1,Y,Y,R15,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21,Y,Y,R16,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,17.5,Y,Y,R17,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,22.8,Y,Y,R18,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,19.8,Y,Y,R19,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,19.9,Y,Y,R20,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,17.6,Y,Y,R21,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20.4,Y,Y,R22,0.13,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.8,Y,Y,R23,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,18.4,Y,Y,R24,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,18.7,Y,Y,R25,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,22.1,Y,Y,R26,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20.7,Y,Y,R27,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20.4,Y,Y,R28,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,24,Y,Y,R29,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20.6,Y,Y,R30,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,23.3,Y,Y,R31,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,20,Y,Y,R32,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,19.6,Y,Y,R33,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,22.1,Y,Y,R34,0.14,
AA,RB,NorCal,Coal Oil,6/13/2022,NA,NA,As,21.8,Y,Y,R35,0.14,
AA,RB,NorCal,Mendocino North,6/18/2022,0,0,Ne,19,Y,N,NA,1.51,
AA,RB,NorCal,Mendocino North,6/18/2022,15,1.16,Ol,24.9,Y,N,NA,0.66,
RB,AA,SoCal,Crystal Cove,4/21/2022,14,6.2,As,12.2,Y,Y,NA,0.78,
RB,AA,SoCal,Crystal Cove,4/21/2022,14,0.64,As,16.2,Y,Y,NA,0.78,Just N of transect
RB,AA,SoCal,Crystal Cove,4/21/2022,14,9,As,16.1,Y,Y,NA,0.78,
RB,AA,SoCal,Crystal Cove,4/21/2022,22,5.31,As,14.9,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
RB,AA,SoCal,Crystal Cove,4/21/2022,22,5.31,As,15.4,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
RB,AA,SoCal,Crystal Cove,4/21/2022,22,5.31,As,16.1,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
RB,AA,SoCal,Crystal Cove,4/21/2022,22,5.7,As,15.8,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
RB,AA,SoCal,Crystal Cove,4/21/2022,22,5.7,As,16.8,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
RB,AA,SoCal,Crystal Cove,4/21/2022,22,5.7,As,16.4,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
RB,AA,SoCal,Crystal Cove,4/21/2022,22,10.5,As,18.1,Y,Y,NA,0.63,"Used lowest TH on transect, but real TH is probably lower"
AA,RB,NorCal,Mendocino North,6/18/2022,15,0,Ne,21,Y,N,NA,1.41,
AA,RB,NorCal,Mendocino North,6/18/2022,23,17.73,Ne,22.2,Y,N,NA,0.47,
RB,AA,SoCal,Shaw's Cove,4/20/2022,13,7.55,Ne,NA,Y,N,NA,0.36,Whelk could not be measured - in crack
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,4.09,Ne,23,Y,Y,NA,1.03,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,19.9,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12.5,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,19.7,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,19.3,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,25.5,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12.4,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,18.1,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,22,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,18,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12.6,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,11.9,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12.5,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12.4,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,11.5,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,19.3,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,18.9,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,12.5,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,18,7.7,As,19,Y,Y,NA,0.66,
RB,AA,SoCal,Shaw's Cove,4/20/2022,15,4,Ne,23.1,Y,Y,NA,0.89,
AA,RB,NorCal,Mendocino North,6/18/2022,25,10.47,Nc,30,Y,N,NA,0.34,
AA,RB,NorCal,Mendocino North,6/18/2022,25,1.03,Ol,22.9,Y,N,NA,0.84,
AA,RB,NorCal,Mendocino North,6/18/2022,25,0,Ol,23.1,Y,N,NA,1.59,
AA,RB,NorCal,Mendocino North,6/18/2022,23,0,Ne,18.8,Y,N,NA,1.22,
AA,RB,NorCal,Mendocino North,6/18/2022,23,0,Ne,20.5,Y,N,NA,1.22,
AA,RB,NorCal,Mendocino North,6/18/2022,23,0,Ne,21.2,Y,N,NA,1.22,
AA,RB,NorCal,Mendocino North,6/18/2022,14,23.89,Ol,22.1,Y,N,NA,0.53,
RB,AA,SoCal,Heisler Park,4/13/2022,NA,NA,M,32.8,Y,Y,R1,0.94,
RB,AA,SoCal,Heisler Park,4/13/2022,NA,NA,M,26.5,Y,Y,R2,0.94,
RB,AA,SoCal,Heisler Park,4/13/2022,NA,NA,M,33.3,Y,Y,R3,0.94,
RB,AA,SoCal,Swami's,4/15/2022,8,4.89,M,31,Y,Y,NA,1.19,Under overhang near mussels
RB,AA,SoCal,Swami's,4/15/2022,8,14.5,As,12,Y,Y,NA,0.75,On platform in mussel bed
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,28,Y,Y,NA,0.81,
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,22,Y,Y,NA,0.81,
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,25,Y,Y,NA,0.81,
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,33,Y,Y,NA,0.81,
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,25,Y,Y,NA,0.81,
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,29,Y,Y,NA,0.81,
RB,AA,SoCal,Swami's,4/15/2022,8,15.7,M,32,Y,Y,NA,0.81,
AA,RB,NorCal,Mendocino North,6/18/2022,14,21.4,Ol,22.2,Y,N,NA,0.78,
RB,AA,SoCal,Swami's,4/15/2022,1,9.3,M,28.7,Y,Y,NA,1.13,
RB,AA,SoCal,Swami's,4/15/2022,1,9.3,M,26.9,Y,Y,NA,1.13,
RB,AA,SoCal,Swami's,4/15/2022,1,8.78,M,26.5,Y,Y,NA,1.13,
RB,AA,SoCal,Swami's,4/15/2022,1,3.78,M,14.7,Y,Y,NA,1.07,
AA,RB,NorCal,Mendocino North,6/18/2022,14,0.53,Ne,16.4,Y,N,NA,1.53,
AA,RB,NorCal,Mendocino South,6/19/2022,9,1.89,Ne,23.3,Y,N,NA,1.19,
AA,RB,NorCal,Mendocino South,6/19/2022,8,15.34,As,24.7,Y,N,NA,0.6,
AA,RB,NorCal,Mendocino South,6/19/2022,8,15.34,As,24.5,Y,N,NA,0.6,
AA,RB,NorCal,Mussel Rock,6/20/2022,18,0.32,Ne,16,Y,N,NA,1.24,
AA,RB,NorCal,Mussel Rock,6/20/2022,18,0.32,Ne,12.5,Y,N,NA,1.24,
AA,RB,NorCal,Mussel Rock,6/20/2022,18,0.32,Nc,12,Y,N,NA,1.24,
AA,RB,NorCal,Mussel Rock,6/20/2022,13,2.58,Ne,12,Y,N,NA,1.46,
AA,RB,NorCal,Mussel Rock,6/20/2022,13,2.58,Ne,16.4,Y,N,NA,1.46,
AA,RB,NorCal,Mussel Rock,6/20/2022,11,0,Ne,12,Y,N,NA,1.84,
AA,RB,NorCal,Mussel Rock,6/20/2022,10,1.6,Ne,26.5,Y,N,NA,1.6,
AA,RB,NorCal,Mussel Rock,6/20/2022,10,1.6,Ne,18.2,Y,N,NA,1.6,
AA,RB,NorCal,Mussel Rock,6/20/2022,10,1.81,Ne,10.6,Y,N,NA,1.35,
AA,RB,NorCal,Mussel Rock,6/20/2022,10,2.35,Ne,13.9,Y,N,NA,0.85,
AA,RB,NorCal,Mussel Rock,6/20/2022,10,2.35,Ne,12.9,Y,N,NA,0.85,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,17.4,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,18.4,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,19.1,Y,N,NA,1.81,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,As,27.3,Y,Y,R1,2.3,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,25.4,Y,Y,R2,0.45,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,15.9,Y,Y,R3,1.07,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,27,Y,Y,R4,1.5,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,27.5,Y,Y,R5,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,21.2,Y,Y,R6,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,24.7,Y,Y,R7,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,21,Y,Y,R8,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,22.7,Y,Y,R9,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,25.2,Y,Y,R10,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,22.2,Y,Y,R11,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,20.9,Y,Y,R12,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,29,Y,Y,R13,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,24,Y,Y,R14,1.01,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,30.3,Y,Y,R15,0.24,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,22.8,Y,Y,R16,1.03,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,17.5,Y,Y,R17,1.03,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,24.7,Y,Y,R18,1.03,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,23,Y,Y,R19,1.03,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,17,Y,Y,R20,1.03,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,19.7,Y,Y,R21,1.03,
RB,AA,SoCal,Scripps,4/27/2022,NA,NA,M,24.7,Y,Y,R22,1.03,
RB,AA,SoCal,Cardiff,4/23/2022,11,0,M,25.5,Y,Y,NA,1.29,
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,24.1,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,29.5,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,As,18.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,28.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,18.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,18,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,16,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,18.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,18.9,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,27.1,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,21.7,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,23.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,27,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,24.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Cardiff,4/23/2022,10,0,M,24.6,Y,Y,NA,1.25,"Whelks found off transect. Entered transect number as NA, and used average top TH for remote whelks b/c all whelks were found along the horizontal transect"
RB,AA,SoCal,Dana Point,4/25/2022,8,1.3,As,12.4,Y,Y,NA,0.75,
RB,AA,SoCal,Dana Point,4/25/2022,8,1.3,As,12.9,Y,Y,NA,0.75,
RB,AA,SoCal,Dana Point,4/25/2022,8,1.3,Ne,28.8,Y,Y,NA,0.75,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,21,Y,Y,R2,0.6,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,13.5,Y,Y,R1,0.37,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,19.9,Y,Y,R3,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,18.9,Y,Y,R4,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,19.4,Y,Y,R5,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,16.3,Y,Y,R6,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,21.2,Y,Y,R7,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,17.5,Y,Y,R8,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,20.5,Y,Y,R9,0.41,
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,18.9,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,19.5,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,18.9,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,20.8,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,18.2,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,19.9,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,19.1,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,25.9,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,19,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Dana Point,4/25/2022,NA,NA,As,21.9,Y,Y,NA,0.38,Whelks appear to be remote but don't have recorded remote IDs
RB,AA,SoCal,Little Corona,4/22/2022,6,15.85,As,26,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,15.85,As,22.2,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16,As,23.6,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16,As,23.4,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16,As,22.1,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16,As,25.5,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16,As,25.2,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16,As,21.9,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.25,As,21.1,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.25,As,25.2,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.25,As,22,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.25,As,22.9,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.25,As,25.1,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.25,As,21.4,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.1,As,22.5,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.1,As,24.5,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.4,As,20.1,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
RB,AA,SoCal,Little Corona,4/22/2022,6,16.9,As,22.3,Y,Y,NA,0.16,"All whelks below the lowest quadrat, so assigned lowest quadrat value"
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,17.7,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,15.3,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,15.8,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,18.1,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,16.3,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0,Ne,12.7,Y,N,NA,1.81,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0.9,Ne,18.9,Y,N,NA,1.56,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0.9,Ne,19.1,Y,N,NA,1.56,
AA,RB,NorCal,Mussel Rock,6/20/2022,9,0.9,Ne,15.8,Y,N,NA,1.56,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,25.2,Y,Y,R1,1.09,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,25.3,Y,Y,R2,1.09,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,17.2,Y,Y,R3,1.09,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,29.3,Y,Y,R4,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,35.6,Y,Y,R5,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,29.8,Y,Y,R6,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,37.9,Y,Y,R7,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,26.6,Y,Y,R8,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,26.1,Y,Y,R9,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,31,Y,Y,R10,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,36.7,Y,Y,R11,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,26.1,Y,Y,R12,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,34.5,Y,Y,R13,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,31.3,Y,Y,R14,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,34,Y,Y,R15,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,35.9,Y,Y,R16,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,35.6,Y,Y,R17,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,25.7,Y,Y,R18,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,24.7,Y,Y,R19,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,29.1,Y,Y,R20,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,30.1,Y,Y,R21,0.93,
RB,AA,SoCal,Goff Island,4/26/2022,NA,NA,M,NA,Y,Y,R22,0.93,Length missing for this whelk
